Deduped.author.names,Author.Keywords,Year
"Lin, X.",Graphical User Interface,1992
"Lin, X.",Multimedia Database System,1992
"Lin, X.",Natural-Language Interface,1992
"Lin, X.",Information Retrieval,1992
"Lin, X.",Image Data Management,1992
"Kalvin, A.D.",Visual Query Specijication,1992
"Kalvin, A.D.",Graphical User Interface,1992
"Kalvin, A.D.",Multimedia Database System,1992
"Kalvin, A.D.",Natural-Language Interface,1992
"Kalvin, A.D.",Information Retrieval,1992
"Kalvin, A.D.",Image Data Management,1992
"Dean, D.",Visual Query Specijication,1992
"Dean, D.",Graphical User Interface,1992
"Dean, D.",Multimedia Database System,1992
"Dean, D.",Natural-Language Interface,1992
"Dean, D.",Information Retrieval,1992
"Dean, D.",Image Data Management,1992
"Hublin, J.-J.",Visual Query Specijication,1992
"Hublin, J.-J.",Graphical User Interface,1992
"Hublin, J.-J.",Multimedia Database System,1992
"Hublin, J.-J.",Natural-Language Interface,1992
"Hublin, J.-J.",Information Retrieval,1992
"Hublin, J.-J.",Image Data Management,1992
"Braun, M.",Visual Query Specijication,1992
"Braun, M.",Graphical User Interface,1992
"Braun, M.",Multimedia Database System,1992
"Braun, M.",Natural-Language Interface,1992
"Braun, M.",Information Retrieval,1992
"Braun, M.",Image Data Management,1992
"MacLeod, R.S.",Visual Query Specijication,1992
"MacLeod, R.S.",Graphical User Interface,1992
"MacLeod, R.S.",Multimedia Database System,1992
"MacLeod, R.S.",Natural-Language Interface,1992
"MacLeod, R.S.",Information Retrieval,1992
"MacLeod, R.S.",Image Data Management,1992
"Johnson, C.R.",Visual Query Specijication,1992
"Johnson, C.R.",Graphical User Interface,1992
"Johnson, C.R.",Multimedia Database System,1992
"Johnson, C.R.",Natural-Language Interface,1992
"Johnson, C.R.",Information Retrieval,1992
"Johnson, C.R.",Image Data Management,1992
"Matheson, M.A.",Visual Query Specijication,1992
"Matheson, M.A.",Graphical User Interface,1992
"Matheson, M.A.",Multimedia Database System,1992
"Matheson, M.A.",Natural-Language Interface,1992
"Matheson, M.A.",Information Retrieval,1992
"Matheson, M.A.",Image Data Management,1992
"Gershon, N.",Visual Query Specijication,1992
"Gershon, N.",Graphical User Interface,1992
"Gershon, N.",Multimedia Database System,1992
"Gershon, N.",Natural-Language Interface,1992
"Gershon, N.",Information Retrieval,1992
"Gershon, N.",Image Data Management,1992
"Christon, M.A.",Visual Query Specijication,1992
"Christon, M.A.",Graphical User Interface,1992
"Christon, M.A.",Multimedia Database System,1992
"Christon, M.A.",Natural-Language Interface,1992
"Christon, M.A.",Information Retrieval,1992
"Christon, M.A.",Image Data Management,1992
"Spelce, T.",Visual Query Specijication,1992
"Spelce, T.",Graphical User Interface,1992
"Spelce, T.",Multimedia Database System,1992
"Spelce, T.",Natural-Language Interface,1992
"Spelce, T.",Information Retrieval,1992
"Spelce, T.",Image Data Management,1992
"Popovic, R.",Visual Query Specijication,1992
"Popovic, R.",Graphical User Interface,1992
"Popovic, R.",Multimedia Database System,1992
"Popovic, R.",Natural-Language Interface,1992
"Popovic, R.",Information Retrieval,1992
"Popovic, R.",Image Data Management,1992
"Delmarcelle, T.",Visual Query Specijication,1992
"Delmarcelle, T.",Graphical User Interface,1992
"Delmarcelle, T.",Multimedia Database System,1992
"Delmarcelle, T.",Natural-Language Interface,1992
"Delmarcelle, T.",Information Retrieval,1992
"Delmarcelle, T.",Image Data Management,1992
"Hesselink, L.",Visual Query Specijication,1992
"Hesselink, L.",Graphical User Interface,1992
"Hesselink, L.",Multimedia Database System,1992
"Hesselink, L.",Natural-Language Interface,1992
"Hesselink, L.",Information Retrieval,1992
"Hesselink, L.",Image Data Management,1992
"Koyamada, K.",Visual Query Specijication,1992
"Koyamada, K.",Graphical User Interface,1992
"Koyamada, K.",Multimedia Database System,1992
"Koyamada, K.",Natural-Language Interface,1992
"Koyamada, K.",Information Retrieval,1992
"Koyamada, K.",Image Data Management,1992
"Rhyne, T.M.",Visual Query Specijication,1992
"Rhyne, T.M.",Graphical User Interface,1992
"Rhyne, T.M.",Multimedia Database System,1992
"Rhyne, T.M.",Natural-Language Interface,1992
"Rhyne, T.M.",Information Retrieval,1992
"Rhyne, T.M.",Image Data Management,1992
"Bolstad, M.",Visual Query Specijication,1992
"Bolstad, M.",Graphical User Interface,1992
"Bolstad, M.",Multimedia Database System,1992
"Bolstad, M.",Natural-Language Interface,1992
"Bolstad, M.",Information Retrieval,1992
"Bolstad, M.",Image Data Management,1992
"Rheingans, P.",Visual Query Specijication,1992
"Rheingans, P.",Graphical User Interface,1992
"Rheingans, P.",Multimedia Database System,1992
"Rheingans, P.",Natural-Language Interface,1992
"Rheingans, P.",Information Retrieval,1992
"Rheingans, P.",Image Data Management,1992
"Petterson, L.",Visual Query Specijication,1992
"Petterson, L.",Graphical User Interface,1992
"Petterson, L.",Multimedia Database System,1992
"Petterson, L.",Natural-Language Interface,1992
"Petterson, L.",Information Retrieval,1992
"Petterson, L.",Image Data Management,1992
"Shackelford, W.",Visual Query Specijication,1992
"Shackelford, W.",Graphical User Interface,1992
"Shackelford, W.",Multimedia Database System,1992
"Shackelford, W.",Natural-Language Interface,1992
"Shackelford, W.",Information Retrieval,1992
"Shackelford, W.",Image Data Management,1992
"Botts, M.",Visual Query Specijication,1992
"Botts, M.",Graphical User Interface,1992
"Botts, M.",Multimedia Database System,1992
"Botts, M.",Natural-Language Interface,1992
"Botts, M.",Information Retrieval,1992
"Botts, M.",Image Data Management,1992
"Pepke, E.",Visual Query Specijication,1992
"Pepke, E.",Graphical User Interface,1992
"Pepke, E.",Multimedia Database System,1992
"Pepke, E.",Natural-Language Interface,1992
"Pepke, E.",Information Retrieval,1992
"Pepke, E.",Image Data Management,1992
"Johnson, K.W.",Visual Query Specijication,1992
"Johnson, K.W.",Graphical User Interface,1992
"Johnson, K.W.",Multimedia Database System,1992
"Johnson, K.W.",Natural-Language Interface,1992
"Johnson, K.W.",Information Retrieval,1992
"Johnson, K.W.",Image Data Management,1992
"Hibbard, W.",Visual Query Specijication,1992
"Hibbard, W.",Graphical User Interface,1992
"Hibbard, W.",Multimedia Database System,1992
"Hibbard, W.",Natural-Language Interface,1992
"Hibbard, W.",Information Retrieval,1992
"Hibbard, W.",Image Data Management,1992
"Dyer, C.R.",Visual Query Specijication,1992
"Dyer, C.R.",Graphical User Interface,1992
"Dyer, C.R.",Multimedia Database System,1992
"Dyer, C.R.",Natural-Language Interface,1992
"Dyer, C.R.",Information Retrieval,1992
"Dyer, C.R.",Image Data Management,1992
"Paul, B.",Visual Query Specijication,1992
"Paul, B.",Graphical User Interface,1992
"Paul, B.",Multimedia Database System,1992
"Paul, B.",Natural-Language Interface,1992
"Paul, B.",Information Retrieval,1992
"Paul, B.",Image Data Management,1992
"Treinish, L.A.",Visual Query Specijication,1992
"Treinish, L.A.",Graphical User Interface,1992
"Treinish, L.A.",Multimedia Database System,1992
"Treinish, L.A.",Natural-Language Interface,1992
"Treinish, L.A.",Information Retrieval,1992
"Treinish, L.A.",Image Data Management,1992
"Jones, C.",Visual Query Specijication,1992
"Jones, C.",Graphical User Interface,1992
"Jones, C.",Multimedia Database System,1992
"Jones, C.",Natural-Language Interface,1992
"Jones, C.",Information Retrieval,1992
"Jones, C.",Image Data Management,1992
"Baca, J.A.",Visual Query Specijication,1992
"Baca, J.A.",Graphical User Interface,1992
"Baca, J.A.",Multimedia Database System,1992
"Baca, J.A.",Natural-Language Interface,1992
"Baca, J.A.",Information Retrieval,1992
"Baca, J.A.",Image Data Management,1992
"Eick, S.G.",Visual Query Specijication,1992
"Eick, S.G.",Graphical User Interface,1992
"Eick, S.G.",Multimedia Database System,1992
"Eick, S.G.",Natural-Language Interface,1992
"Eick, S.G.",Information Retrieval,1992
"Eick, S.G.",Image Data Management,1992
"Steffen, J.L.",Visual Query Specijication,1992
"Steffen, J.L.",Graphical User Interface,1992
"Steffen, J.L.",Multimedia Database System,1992
"Steffen, J.L.",Natural-Language Interface,1992
"Steffen, J.L.",Information Retrieval,1992
"Steffen, J.L.",Image Data Management,1992
"Ervin, S.M.",Visual Query Specijication,1992
"Ervin, S.M.",Graphical User Interface,1992
"Ervin, S.M.",Multimedia Database System,1992
"Ervin, S.M.",Natural-Language Interface,1992
"Ervin, S.M.",Information Retrieval,1992
"Ervin, S.M.",Image Data Management,1992
"McLeod, J.",Visual Query Specijication,1992
"McLeod, J.",Graphical User Interface,1992
"McLeod, J.",Multimedia Database System,1992
"McLeod, J.",Natural-Language Interface,1992
"McLeod, J.",Information Retrieval,1992
"McLeod, J.",Image Data Management,1992
"Small, C.",Visual Query Specijication,1992
"Small, C.",Graphical User Interface,1992
"Small, C.",Multimedia Database System,1992
"Small, C.",Natural-Language Interface,1992
"Small, C.",Information Retrieval,1992
"Small, C.",Image Data Management,1992
"Geller, M.J.",Visual Query Specijication,1992
"Geller, M.J.",Graphical User Interface,1992
"Geller, M.J.",Multimedia Database System,1992
"Geller, M.J.",Natural-Language Interface,1992
"Geller, M.J.",Information Retrieval,1992
"Geller, M.J.",Image Data Management,1992
"Falco, E.E.",Visual Query Specijication,1992
"Falco, E.E.",Graphical User Interface,1992
"Falco, E.E.",Multimedia Database System,1992
"Falco, E.E.",Natural-Language Interface,1992
"Falco, E.E.",Information Retrieval,1992
"Falco, E.E.",Image Data Management,1992
"Fabricant, D.G.",Visual Query Specijication,1992
"Fabricant, D.G.",Graphical User Interface,1992
"Fabricant, D.G.",Multimedia Database System,1992
"Fabricant, D.G.",Natural-Language Interface,1992
"Fabricant, D.G.",Information Retrieval,1992
"Fabricant, D.G.",Image Data Management,1992
"Estus, B.",Visual Query Specijication,1992
"Estus, B.",Graphical User Interface,1992
"Estus, B.",Multimedia Database System,1992
"Estus, B.",Natural-Language Interface,1992
"Estus, B.",Information Retrieval,1992
"Estus, B.",Image Data Management,1992
"Max, N.",advection,1992
"Max, N.",3-D texture,1992
"Max, N.",volume visualization,1992
"Max, N.",vectorfield,1992
"Max, N.",wind,1992
"Max, N.",clouds,1992
"Max, N.",climate modeling,1992
"Crawfis, R.",advection,1992
"Crawfis, R.",3-D texture,1992
"Crawfis, R.",volume visualization,1992
"Crawfis, R.",vectorfield,1992
"Crawfis, R.",wind,1992
"Crawfis, R.",clouds,1992
"Crawfis, R.",climate modeling,1992
"Williams, D.",advection,1992
"Williams, D.",3-D texture,1992
"Williams, D.",volume visualization,1992
"Williams, D.",vectorfield,1992
"Williams, D.",wind,1992
"Williams, D.",clouds,1992
"Williams, D.",climate modeling,1992
"Elvins, T.T.",advection,1992
"Elvins, T.T.",3-D texture,1992
"Elvins, T.T.",volume visualization,1992
"Elvins, T.T.",vectorfield,1992
"Elvins, T.T.",wind,1992
"Elvins, T.T.",clouds,1992
"Elvins, T.T.",climate modeling,1992
"True, T.J.",advection,1992
"True, T.J.",3-D texture,1992
"True, T.J.",volume visualization,1992
"True, T.J.",vectorfield,1992
"True, T.J.",wind,1992
"True, T.J.",clouds,1992
"True, T.J.",climate modeling,1992
"Hughes, J.F.",advection,1992
"Hughes, J.F.",3-D texture,1992
"Hughes, J.F.",volume visualization,1992
"Hughes, J.F.",vectorfield,1992
"Hughes, J.F.",wind,1992
"Hughes, J.F.",clouds,1992
"Hughes, J.F.",climate modeling,1992
"Haber, R.",advection,1991
"Haber, R.",3-D texture,1991
"Haber, R.",volume visualization,1991
"Haber, R.",vectorfield,1991
"Haber, R.",wind,1991
"Haber, R.",clouds,1991
"Haber, R.",climate modeling,1991
"Lucas, B.",advection,1991
"Lucas, B.",3-D texture,1991
"Lucas, B.",volume visualization,1991
"Lucas, B.",vectorfield,1991
"Lucas, B.",wind,1991
"Lucas, B.",clouds,1991
"Lucas, B.",climate modeling,1991
"Collins, N.",advection,1991
"Collins, N.",3-D texture,1991
"Collins, N.",volume visualization,1991
"Collins, N.",vectorfield,1991
"Collins, N.",wind,1991
"Collins, N.",clouds,1991
"Collins, N.",climate modeling,1991
Renben Shu,advection,1991
Renben Shu,3-D texture,1991
Renben Shu,volume visualization,1991
Renben Shu,vectorfield,1991
Renben Shu,wind,1991
Renben Shu,clouds,1991
Renben Shu,climate modeling,1991
"Liu, A.",advection,1991
"Liu, A.",3-D texture,1991
"Liu, A.",volume visualization,1991
"Liu, A.",vectorfield,1991
"Liu, A.",wind,1991
"Liu, A.",clouds,1991
"Liu, A.",climate modeling,1991
"Crawfis, R.",advection,1991
"Crawfis, R.",3-D texture,1991
"Crawfis, R.",volume visualization,1991
"Crawfis, R.",vectorfield,1991
"Crawfis, R.",wind,1991
"Crawfis, R.",clouds,1991
"Crawfis, R.",climate modeling,1991
"Allison, M.J.",advection,1991
"Allison, M.J.",3-D texture,1991
"Allison, M.J.",volume visualization,1991
"Allison, M.J.",vectorfield,1991
"Allison, M.J.",wind,1991
"Allison, M.J.",clouds,1991
"Allison, M.J.",climate modeling,1991
"Globus, A.",advection,1991
"Globus, A.",3-D texture,1991
"Globus, A.",volume visualization,1991
"Globus, A.",vectorfield,1991
"Globus, A.",wind,1991
"Globus, A.",clouds,1991
"Globus, A.",climate modeling,1991
"Levit, C.",advection,1991
"Levit, C.",3-D texture,1991
"Levit, C.",volume visualization,1991
"Levit, C.",vectorfield,1991
"Levit, C.",wind,1991
"Levit, C.",clouds,1991
"Levit, C.",climate modeling,1991
"Lasinski, T.",advection,1991
"Lasinski, T.",3-D texture,1991
"Lasinski, T.",volume visualization,1991
"Lasinski, T.",vectorfield,1991
"Lasinski, T.",wind,1991
"Lasinski, T.",clouds,1991
"Lasinski, T.",climate modeling,1991
"Yoo, T.S.",advection,1991
"Yoo, T.S.",3-D texture,1991
"Yoo, T.S.",volume visualization,1991
"Yoo, T.S.",vectorfield,1991
"Yoo, T.S.",wind,1991
"Yoo, T.S.",clouds,1991
"Yoo, T.S.",climate modeling,1991
"Neumann, U.",advection,1991
"Neumann, U.",3-D texture,1991
"Neumann, U.",volume visualization,1991
"Neumann, U.",vectorfield,1991
"Neumann, U.",wind,1991
"Neumann, U.",clouds,1991
"Neumann, U.",climate modeling,1991
"Fuchs, H.",advection,1991
"Fuchs, H.",3-D texture,1991
"Fuchs, H.",volume visualization,1991
"Fuchs, H.",vectorfield,1991
"Fuchs, H.",wind,1991
"Fuchs, H.",clouds,1991
"Fuchs, H.",climate modeling,1991
"Pizer, S.",advection,1991
"Pizer, S.",3-D texture,1991
"Pizer, S.",volume visualization,1991
"Pizer, S.",vectorfield,1991
"Pizer, S.",wind,1991
"Pizer, S.",clouds,1991
"Pizer, S.",climate modeling,1991
"Cullip, T.",advection,1991
"Cullip, T.",3-D texture,1991
"Cullip, T.",volume visualization,1991
"Cullip, T.",vectorfield,1991
"Cullip, T.",wind,1991
"Cullip, T.",clouds,1991
"Cullip, T.",climate modeling,1991
"Rhoades, J.",advection,1991
"Rhoades, J.",3-D texture,1991
"Rhoades, J.",volume visualization,1991
"Rhoades, J.",vectorfield,1991
"Rhoades, J.",wind,1991
"Rhoades, J.",clouds,1991
"Rhoades, J.",climate modeling,1991
"Whitaker, R.T.",advection,1991
"Whitaker, R.T.",3-D texture,1991
"Whitaker, R.T.",volume visualization,1991
"Whitaker, R.T.",vectorfield,1991
"Whitaker, R.T.",wind,1991
"Whitaker, R.T.",clouds,1991
"Whitaker, R.T.",climate modeling,1991
"Rosenblum, L.",advection,1991
"Rosenblum, L.",3-D texture,1991
"Rosenblum, L.",volume visualization,1991
"Rosenblum, L.",vectorfield,1991
"Rosenblum, L.",wind,1991
"Rosenblum, L.",clouds,1991
"Rosenblum, L.",climate modeling,1991
"Kamgar-Parsi, B.",advection,1991
"Kamgar-Parsi, B.",3-D texture,1991
"Kamgar-Parsi, B.",volume visualization,1991
"Kamgar-Parsi, B.",vectorfield,1991
"Kamgar-Parsi, B.",wind,1991
"Kamgar-Parsi, B.",clouds,1991
"Kamgar-Parsi, B.",climate modeling,1991
"Belcher, E.",advection,1991
"Belcher, E.",3-D texture,1991
"Belcher, E.",volume visualization,1991
"Belcher, E.",vectorfield,1991
"Belcher, E.",wind,1991
"Belcher, E.",clouds,1991
"Belcher, E.",climate modeling,1991
"Engelsen, O.",advection,1991
"Engelsen, O.",3-D texture,1991
"Engelsen, O.",volume visualization,1991
"Engelsen, O.",vectorfield,1991
"Engelsen, O.",wind,1991
"Engelsen, O.",clouds,1991
"Engelsen, O.",climate modeling,1991
"Legensky, S.M.",advection,1991
"Legensky, S.M.",3-D texture,1991
"Legensky, S.M.",volume visualization,1991
"Legensky, S.M.",vectorfield,1991
"Legensky, S.M.",wind,1991
"Legensky, S.M.",clouds,1991
"Legensky, S.M.",climate modeling,1991
"Levkowitz, H.",advection,1991
"Levkowitz, H.",3-D texture,1991
"Levkowitz, H.",volume visualization,1991
"Levkowitz, H.",vectorfield,1991
"Levkowitz, H.",wind,1991
"Levkowitz, H.",clouds,1991
"Levkowitz, H.",climate modeling,1991
"Max, N.",advection,1991
"Max, N.",3-D texture,1991
"Max, N.",volume visualization,1991
"Max, N.",vectorfield,1991
"Max, N.",wind,1991
"Max, N.",clouds,1991
"Max, N.",climate modeling,1991
"Kochhar, S.",Grammar-directed design,1991
"Kochhar, S.",cooperative design and modeling,1991
"Kochhar, S.",design automation,1991
"Kochhar, S.",human-computer interaction,1991
"Kochhar, S.",automated design of graphical displays,1991
"Friedell, M.",Grammar-directed design,1991
"Friedell, M.",cooperative design and modeling,1991
"Friedell, M.",design automation,1991
"Friedell, M.",human-computer interaction,1991
"Friedell, M.",automated design of graphical displays,1991
"LaPolla, M.",Grammar-directed design,1991
"LaPolla, M.",cooperative design and modeling,1991
"LaPolla, M.",design automation,1991
"LaPolla, M.",human-computer interaction,1991
"LaPolla, M.",automated design of graphical displays,1991
"Hill, W.C.",Grammar-directed design,1991
"Hill, W.C.",cooperative design and modeling,1991
"Hill, W.C.",design automation,1991
"Hill, W.C.",human-computer interaction,1991
"Hill, W.C.",automated design of graphical displays,1991
"Hollan, J.D.",Grammar-directed design,1991
"Hollan, J.D.",cooperative design and modeling,1991
"Hollan, J.D.",design automation,1991
"Hollan, J.D.",human-computer interaction,1991
"Hollan, J.D.",automated design of graphical displays,1991
"Sluis, L.V.",Grammar-directed design,1991
"Sluis, L.V.",cooperative design and modeling,1991
"Sluis, L.V.",design automation,1991
"Sluis, L.V.",human-computer interaction,1991
"Sluis, L.V.",automated design of graphical displays,1991
"Robertson, D.W.",Grammar-directed design,1991
"Robertson, D.W.",cooperative design and modeling,1991
"Robertson, D.W.",design automation,1991
"Robertson, D.W.",human-computer interaction,1991
"Robertson, D.W.",automated design of graphical displays,1991
"Jacobson, V.L.",Grammar-directed design,1991
"Jacobson, V.L.",cooperative design and modeling,1991
"Jacobson, V.L.",design automation,1991
"Jacobson, V.L.",human-computer interaction,1991
"Jacobson, V.L.",automated design of graphical displays,1991
"Johnston, W.E.",Grammar-directed design,1991
"Johnston, W.E.",cooperative design and modeling,1991
"Johnston, W.E.",design automation,1991
"Johnston, W.E.",human-computer interaction,1991
"Johnston, W.E.",automated design of graphical displays,1991
"Loken, S.C.",Grammar-directed design,1991
"Loken, S.C.",cooperative design and modeling,1991
"Loken, S.C.",design automation,1991
"Loken, S.C.",human-computer interaction,1991
"Loken, S.C.",automated design of graphical displays,1991
"Theil, E.H.",Grammar-directed design,1991
"Theil, E.H.",cooperative design and modeling,1991
"Theil, E.H.",design automation,1991
"Theil, E.H.",human-computer interaction,1991
"Theil, E.H.",automated design of graphical displays,1991
"Tierney, B.L.",Grammar-directed design,1991
"Tierney, B.L.",cooperative design and modeling,1991
"Tierney, B.L.",design automation,1991
"Tierney, B.L.",human-computer interaction,1991
"Tierney, B.L.",automated design of graphical displays,1991
"Gershon, N.",Grammar-directed design,1991
"Gershon, N.",cooperative design and modeling,1991
"Gershon, N.",design automation,1991
"Gershon, N.",human-computer interaction,1991
"Gershon, N.",automated design of graphical displays,1991
"Schaller, N.C.",Grammar-directed design,1991
"Schaller, N.C.",cooperative design and modeling,1991
"Schaller, N.C.",design automation,1991
"Schaller, N.C.",human-computer interaction,1991
"Schaller, N.C.",automated design of graphical displays,1991
"Schroder, P.",Grammar-directed design,1991
"Schroder, P.",cooperative design and modeling,1991
"Schroder, P.",design automation,1991
"Schroder, P.",human-computer interaction,1991
"Schroder, P.",automated design of graphical displays,1991
"Salem, J.B.",Grammar-directed design,1991
"Salem, J.B.",cooperative design and modeling,1991
"Salem, J.B.",design automation,1991
"Salem, J.B.",human-computer interaction,1991
"Salem, J.B.",automated design of graphical displays,1991
"Lorensen, W.F.",Grammar-directed design,1991
"Lorensen, W.F.",cooperative design and modeling,1991
"Lorensen, W.F.",design automation,1991
"Lorensen, W.F.",human-computer interaction,1991
"Lorensen, W.F.",automated design of graphical displays,1991
"Yamron, B.",Grammar-directed design,1991
"Yamron, B.",cooperative design and modeling,1991
"Yamron, B.",design automation,1991
"Yamron, B.",human-computer interaction,1991
"Yamron, B.",automated design of graphical displays,1991
"Feeney, W.R.",Grammar-directed design,1991
"Feeney, W.R.",cooperative design and modeling,1991
"Feeney, W.R.",design automation,1991
"Feeney, W.R.",human-computer interaction,1991
"Feeney, W.R.",automated design of graphical displays,1991
"Grosse, E.",Grammar-directed design,1991
"Grosse, E.",cooperative design and modeling,1991
"Grosse, E.",design automation,1991
"Grosse, E.",human-computer interaction,1991
"Grosse, E.",automated design of graphical displays,1991
"Nadeau, D.R.",Grammar-directed design,1991
"Nadeau, D.R.",cooperative design and modeling,1991
"Nadeau, D.R.",design automation,1991
"Nadeau, D.R.",human-computer interaction,1991
"Nadeau, D.R.",automated design of graphical displays,1991
"Elvins, T.T.",Grammar-directed design,1991
"Elvins, T.T.",cooperative design and modeling,1991
"Elvins, T.T.",design automation,1991
"Elvins, T.T.",human-computer interaction,1991
"Elvins, T.T.",automated design of graphical displays,1991
"Bailey, M.",Grammar-directed design,1991
"Bailey, M.",cooperative design and modeling,1991
"Bailey, M.",design automation,1991
"Bailey, M.",human-computer interaction,1991
"Bailey, M.",automated design of graphical displays,1991
"Yang, G.Z.",Grammar-directed design,1991
"Yang, G.Z.",cooperative design and modeling,1991
"Yang, G.Z.",design automation,1991
"Yang, G.Z.",human-computer interaction,1991
"Yang, G.Z.",automated design of graphical displays,1991
"Burger, P.",Grammar-directed design,1991
"Burger, P.",cooperative design and modeling,1991
"Burger, P.",design automation,1991
"Burger, P.",human-computer interaction,1991
"Burger, P.",automated design of graphical displays,1991
"Kilner, P.J.",Grammar-directed design,1991
"Kilner, P.J.",cooperative design and modeling,1991
"Kilner, P.J.",design automation,1991
"Kilner, P.J.",human-computer interaction,1991
"Kilner, P.J.",automated design of graphical displays,1991
"Mohiaddin, R.H.",Grammar-directed design,1991
"Mohiaddin, R.H.",cooperative design and modeling,1991
"Mohiaddin, R.H.",design automation,1991
"Mohiaddin, R.H.",human-computer interaction,1991
"Mohiaddin, R.H.",automated design of graphical displays,1991
"Lang, U.",Grammar-directed design,1991
"Lang, U.",cooperative design and modeling,1991
"Lang, U.",design automation,1991
"Lang, U.",human-computer interaction,1991
"Lang, U.",automated design of graphical displays,1991
"Lang, R.",Grammar-directed design,1991
"Lang, R.",cooperative design and modeling,1991
"Lang, R.",design automation,1991
"Lang, R.",human-computer interaction,1991
"Lang, R.",automated design of graphical displays,1991
"Ruhle, R.",Grammar-directed design,1991
"Ruhle, R.",cooperative design and modeling,1991
"Ruhle, R.",design automation,1991
"Ruhle, R.",human-computer interaction,1991
"Ruhle, R.",automated design of graphical displays,1991
"Smith, S.",Grammar-directed design,1991
"Smith, S.",cooperative design and modeling,1991
"Smith, S.",design automation,1991
"Smith, S.",human-computer interaction,1991
"Smith, S.",automated design of graphical displays,1991
"Grinstein, G.",Grammar-directed design,1991
"Grinstein, G.",cooperative design and modeling,1991
"Grinstein, G.",design automation,1991
"Grinstein, G.",human-computer interaction,1991
"Grinstein, G.",automated design of graphical displays,1991
"Bergeron, R.D.",Grammar-directed design,1991
"Bergeron, R.D.",cooperative design and modeling,1991
"Bergeron, R.D.",design automation,1991
"Bergeron, R.D.",human-computer interaction,1991
"Bergeron, R.D.",automated design of graphical displays,1991
"Buja, A.",Grammar-directed design,1991
"Buja, A.",cooperative design and modeling,1991
"Buja, A.",design automation,1991
"Buja, A.",human-computer interaction,1991
"Buja, A.",automated design of graphical displays,1991
"McDonald, J.A.",Grammar-directed design,1991
"McDonald, J.A.",cooperative design and modeling,1991
"McDonald, J.A.",design automation,1991
"McDonald, J.A.",human-computer interaction,1991
"McDonald, J.A.",automated design of graphical displays,1991
"Michalak, J.",Grammar-directed design,1991
"Michalak, J.",cooperative design and modeling,1991
"Michalak, J.",design automation,1991
"Michalak, J.",human-computer interaction,1991
"Michalak, J.",automated design of graphical displays,1991
"Stuetzle, W.",Grammar-directed design,1991
"Stuetzle, W.",cooperative design and modeling,1991
"Stuetzle, W.",design automation,1991
"Stuetzle, W.",human-computer interaction,1991
"Stuetzle, W.",automated design of graphical displays,1991
"Foley, T.A.",Grammar-directed design,1991
"Foley, T.A.",cooperative design and modeling,1991
"Foley, T.A.",design automation,1991
"Foley, T.A.",human-computer interaction,1991
"Foley, T.A.",automated design of graphical displays,1991
"Lane, D.A.",Grammar-directed design,1991
"Lane, D.A.",cooperative design and modeling,1991
"Lane, D.A.",design automation,1991
"Lane, D.A.",human-computer interaction,1991
"Lane, D.A.",automated design of graphical displays,1991
"Dolecek, Q.E.",Grammar-directed design,1991
"Dolecek, Q.E.",cooperative design and modeling,1991
"Dolecek, Q.E.",design automation,1991
"Dolecek, Q.E.",human-computer interaction,1991
"Dolecek, Q.E.",automated design of graphical displays,1991
"Elvins, T.T.",Grammar-directed design,1991
"Elvins, T.T.",cooperative design and modeling,1991
"Elvins, T.T.",design automation,1991
"Elvins, T.T.",human-computer interaction,1991
"Elvins, T.T.",automated design of graphical displays,1991
"Nadeau, D.R.",Grammar-directed design,1991
"Nadeau, D.R.",cooperative design and modeling,1991
"Nadeau, D.R.",design automation,1991
"Nadeau, D.R.",human-computer interaction,1991
"Nadeau, D.R.",automated design of graphical displays,1991
"Yagel, R.",Grammar-directed design,1991
"Yagel, R.",cooperative design and modeling,1991
"Yagel, R.",design automation,1991
"Yagel, R.",human-computer interaction,1991
"Yagel, R.",automated design of graphical displays,1991
"Kaufman, A.",Grammar-directed design,1991
"Kaufman, A.",cooperative design and modeling,1991
"Kaufman, A.",design automation,1991
"Kaufman, A.",human-computer interaction,1991
"Kaufman, A.",automated design of graphical displays,1991
"Zhang, Q.",Grammar-directed design,1991
"Zhang, Q.",cooperative design and modeling,1991
"Zhang, Q.",design automation,1991
"Zhang, Q.",human-computer interaction,1991
"Zhang, Q.",automated design of graphical displays,1991
"Tuchman, A.",Grammar-directed design,1991
"Tuchman, A.",cooperative design and modeling,1991
"Tuchman, A.",design automation,1991
"Tuchman, A.",human-computer interaction,1991
"Tuchman, A.",automated design of graphical displays,1991
"Jablonowski, D.",Grammar-directed design,1991
"Jablonowski, D.",cooperative design and modeling,1991
"Jablonowski, D.",design automation,1991
"Jablonowski, D.",human-computer interaction,1991
"Jablonowski, D.",automated design of graphical displays,1991
"Cybenko, G.",Grammar-directed design,1991
"Cybenko, G.",cooperative design and modeling,1991
"Cybenko, G.",design automation,1991
"Cybenko, G.",human-computer interaction,1991
"Cybenko, G.",automated design of graphical displays,1991
"Klassen, R.V.",Grammar-directed design,1991
"Klassen, R.V.",cooperative design and modeling,1991
"Klassen, R.V.",design automation,1991
"Klassen, R.V.",human-computer interaction,1991
"Klassen, R.V.",automated design of graphical displays,1991
"Harrington, S.J.",Grammar-directed design,1991
"Harrington, S.J.",cooperative design and modeling,1991
"Harrington, S.J.",design automation,1991
"Harrington, S.J.",human-computer interaction,1991
"Harrington, S.J.",automated design of graphical displays,1991
"Gallagher, R.S.",Grammar-directed design,1991
